# CSV_SCHEMA_V=1, FW=0.9-field-hardening, BOARD_ID=0x541BBDD4DB1C, ROLE=INITIATOR, BOOT_MS=0, FREQ=2400.0, BW=406.25, SF=8, CR=7, TXPOWER=12
seq,timestamp_ms,status,raw_distance_m,rssi_dbm,state,consecutive_failures,radio_status_code
1,5904,SUCCESS,263.6718,-90,DISPLAY,0,0
2,6590,SUCCESS,258.4435,-89,DISPLAY,0,0
3,7276,SUCCESS,262.8606,-90,DISPLAY,0,0
4,7962,SUCCESS,269.4411,-91,DISPLAY,0,0
5,8648,SUCCESS,265.2945,-91,DISPLAY,0,0
6,9334,SUCCESS,264.1226,-91,DISPLAY,0,0
7,10020,SUCCESS,267.0974,-90,DISPLAY,0,0
8,10707,SUCCESS,260.4267,-90,DISPLAY,0,0
9,11393,SUCCESS,264.7536,-91,DISPLAY,0,0
10,12079,SUCCESS,265.2945,-90,DISPLAY,0,0
11,12769,SUCCESS,262.5901,-90,DISPLAY,0,0
12,13455,SUCCESS,270.2524,-92,DISPLAY,0,0
13,14141,SUCCESS,262.5901,-90,DISPLAY,0,0
14,14827,SUCCESS,270.7932,-91,DISPLAY,0,0
15,15513,SUCCESS,262.0493,-91,DISPLAY,0,0
16,16199,SUCCESS,264.2127,-91,DISPLAY,0,0
17,16885,SUCCESS,266.6466,-90,DISPLAY,0,0
18,17571,SUCCESS,264.4832,-90,DISPLAY,0,0
19,18257,SUCCESS,265.2043,-89,DISPLAY,0,0
20,18943,SUCCESS,264.4832,-89,DISPLAY,0,0
21,19633,SUCCESS,272.2356,-89,DISPLAY,0,0
22,20319,SUCCESS,266.5565,-89,DISPLAY,0,0
23,21005,SUCCESS,267.0974,-90,DISPLAY,0,0
24,21691,SUCCESS,259.3449,-88,DISPLAY,0,0
25,22377,SUCCESS,261.3281,-90,DISPLAY,0,0
26,23063,SUCCESS,268.4495,-90,DISPLAY,0,0
27,23750,SUCCESS,268.7199,-89,DISPLAY,0,0
28,24436,SUCCESS,269.9820,-90,DISPLAY,0,0
29,25122,SUCCESS,270.7031,-90,DISPLAY,0,0
30,25808,SUCCESS,269.8918,-90,DISPLAY,0,0
31,26499,SUCCESS,271.3341,-90,DISPLAY,0,0
32,27185,SUCCESS,263.1310,-90,DISPLAY,0,0
33,27871,SUCCESS,260.1562,-91,DISPLAY,0,0
34,28557,SUCCESS,267.4579,-91,DISPLAY,0,0
35,29243,SUCCESS,267.1875,-90,DISPLAY,0,0
36,29929,SUCCESS,263.4014,-91,DISPLAY,0,0
37,30616,SUCCESS,265.5649,-92,DISPLAY,0,0
38,31302,SUCCESS,262.2296,-91,DISPLAY,0,0
39,31988,SUCCESS,263.6718,-92,DISPLAY,0,0
40,32674,SUCCESS,263.1310,-92,DISPLAY,0,0
41,33365,SUCCESS,265.9255,-92,DISPLAY,0,0
42,34051,SUCCESS,267.4579,-92,DISPLAY,0,0
43,34737,SUCCESS,270.0721,-93,DISPLAY,0,0
44,35423,SUCCESS,272.2356,-92,DISPLAY,0,0
45,36109,SUCCESS,268.4495,-92,DISPLAY,0,0
46,36795,SUCCESS,272.1454,-93,DISPLAY,0,0
47,37481,SUCCESS,271.1538,-93,DISPLAY,0,0
48,38167,SUCCESS,268.7199,-92,DISPLAY,0,0
49,38853,SUCCESS,271.6046,-92,DISPLAY,0,0
50,39539,SUCCESS,260.1562,-92,DISPLAY,0,0
51,40230,SUCCESS,269.3510,-91,DISPLAY,0,0
52,40916,SUCCESS,270.7031,-90,DISPLAY,0,0
53,41602,SUCCESS,267.7283,-89,DISPLAY,0,0
54,42288,SUCCESS,267.0974,-91,DISPLAY,0,0
55,42974,SUCCESS,267.4579,-91,DISPLAY,0,0
56,43660,SUCCESS,269.2608,-92,DISPLAY,0,0
57,44346,SUCCESS,270.8834,-91,DISPLAY,0,0
58,45033,SUCCESS,272.5060,-89,DISPLAY,0,0
59,45719,SUCCESS,265.2043,-87,DISPLAY,0,0
60,46405,SUCCESS,270.7031,-90,DISPLAY,0,0
61,47096,SUCCESS,262.8606,-92,DISPLAY,0,0
