# CSV_SCHEMA_V=1, FW=0.9-field-hardening, BOARD_ID=0x541BBDD4DB1C, ROLE=INITIATOR, BOOT_MS=0, FREQ=2400.0, BW=406.25, SF=8, CR=7, TXPOWER=12
seq,timestamp_ms,status,raw_distance_m,rssi_dbm,state,consecutive_failures,radio_status_code
1,5898,SUCCESS,36.9591,-64,DISPLAY,0,0
2,6584,SUCCESS,40.4748,-62,DISPLAY,0,0
3,7270,SUCCESS,35.3365,-67,DISPLAY,0,0
4,7956,SUCCESS,36.3281,-67,DISPLAY,0,0
5,8642,SUCCESS,38.8522,-63,DISPLAY,0,0
6,9328,SUCCESS,37.6803,-65,DISPLAY,0,0
7,10014,SUCCESS,38.1310,-65,DISPLAY,0,0
8,10699,SUCCESS,36.9591,-64,DISPLAY,0,0
9,11385,SUCCESS,36.7788,-64,DISPLAY,0,0
10,12071,SUCCESS,42.4579,-56,DISPLAY,0,0
11,12762,SUCCESS,39.0324,-62,DISPLAY,0,0
12,13448,SUCCESS,37.5000,-63,DISPLAY,0,0
13,14133,SUCCESS,41.6466,-62,DISPLAY,0,0
14,14819,SUCCESS,38.8522,-63,DISPLAY,0,0
15,15504,SUCCESS,37.6803,-62,DISPLAY,0,0
16,16190,SUCCESS,42.3678,-62,DISPLAY,0,0
17,16875,SUCCESS,36.5084,-67,DISPLAY,0,0
18,17561,SUCCESS,35.0661,-65,DISPLAY,0,0
19,18246,SUCCESS,37.3197,-66,DISPLAY,0,0
20,18931,SUCCESS,38.6719,-62,DISPLAY,0,0
21,19621,SUCCESS,42.9086,-66,DISPLAY,0,0
22,20306,SUCCESS,39.3930,-64,DISPLAY,0,0
23,20992,SUCCESS,33.8942,-67,DISPLAY,0,0
24,21677,SUCCESS,39.3930,-63,DISPLAY,0,0
25,22362,SUCCESS,36.7788,-63,DISPLAY,0,0
26,23047,SUCCESS,38.8522,-67,DISPLAY,0,0
27,23733,SUCCESS,35.6070,-63,DISPLAY,0,0
28,24418,SUCCESS,36.1478,-64,DISPLAY,0,0
