# CSV_SCHEMA_V=1, FW=0.9-field-hardening, BOARD_ID=0x541BBDD4DB1C, ROLE=INITIATOR, BOOT_MS=0, FREQ=2400.0, BW=1625.00, SF=8, CR=7, TXPOWER=12
seq,timestamp_ms,status,raw_distance_m,rssi_dbm,state,consecutive_failures,radio_status_code
1,5898,SUCCESS,59.8332,-73,DISPLAY,0,0
2,6553,SUCCESS,60.8248,-73,DISPLAY,0,0
3,7209,SUCCESS,60.9375,-72,DISPLAY,0,0
4,7865,SUCCESS,59.6304,-72,DISPLAY,0,0
5,8520,SUCCESS,60.9600,-75,DISPLAY,0,0
6,9176,SUCCESS,60.3966,-76,DISPLAY,0,0
7,9832,SUCCESS,58.9543,-75,DISPLAY,0,0
8,10488,SUCCESS,60.5544,-74,DISPLAY,0,0
9,11143,SUCCESS,60.0135,-73,DISPLAY,0,0
10,11799,SUCCESS,61.2981,-73,DISPLAY,0,0
11,12459,SUCCESS,57.8951,-76,DISPLAY,0,0
12,13115,SUCCESS,60.1938,-73,DISPLAY,0,0
13,13771,SUCCESS,59.6755,-75,DISPLAY,0,0
14,14426,SUCCESS,58.9543,-75,DISPLAY,0,0
15,15082,SUCCESS,59.3149,-77,DISPLAY,0,0
16,15738,SUCCESS,60.1713,-74,DISPLAY,0,0
17,16394,SUCCESS,60.3516,-74,DISPLAY,0,0
18,17049,SUCCESS,61.0276,-72,DISPLAY,0,0
19,17705,SUCCESS,60.3290,-73,DISPLAY,0,0
20,18361,SUCCESS,60.2163,-73,DISPLAY,0,0
21,19021,SUCCESS,59.5403,-75,DISPLAY,0,0
22,19676,SUCCESS,58.0303,-79,DISPLAY,0,0
23,20332,SUCCESS,61.1629,-76,DISPLAY,0,0
24,20987,SUCCESS,60.1713,-73,DISPLAY,0,0
25,21643,SUCCESS,59.2698,-75,DISPLAY,0,0
26,22298,SUCCESS,60.9826,-75,DISPLAY,0,0
27,22954,SUCCESS,59.9459,-75,DISPLAY,0,0
28,23609,SUCCESS,60.6220,-74,DISPLAY,0,0
29,24265,SUCCESS,59.2698,-73,DISPLAY,0,0
30,24920,SUCCESS,59.1571,-74,DISPLAY,0,0
31,25581,SUCCESS,60.8924,-73,DISPLAY,0,0
32,26236,SUCCESS,59.5403,-75,DISPLAY,0,0
33,26892,SUCCESS,58.9994,-78,DISPLAY,0,0
34,27547,SUCCESS,62.0192,-72,DISPLAY,0,0
35,28203,SUCCESS,60.5093,-73,DISPLAY,0,0
36,28858,SUCCESS,60.1037,-77,DISPLAY,0,0
37,29514,SUCCESS,59.0445,-76,DISPLAY,0,0
38,30170,SUCCESS,60.8924,-74,DISPLAY,0,0
39,30825,SUCCESS,61.2079,-76,DISPLAY,0,0
40,31481,SUCCESS,59.7882,-75,DISPLAY,0,0
41,32141,SUCCESS,58.7290,-76,DISPLAY,0,0
42,32797,SUCCESS,60.0135,-75,DISPLAY,0,0
43,33453,SUCCESS,60.0135,-76,DISPLAY,0,0
44,34108,SUCCESS,59.5177,-74,DISPLAY,0,0
45,34764,SUCCESS,60.2614,-74,DISPLAY,0,0
46,35420,SUCCESS,59.6079,-75,DISPLAY,0,0
47,36075,SUCCESS,60.9375,-77,DISPLAY,0,0
48,36731,SUCCESS,61.2981,-73,DISPLAY,0,0
49,37386,SUCCESS,60.1262,-75,DISPLAY,0,0
50,38042,SUCCESS,60.3516,-76,DISPLAY,0,0
51,38702,SUCCESS,60.6671,-78,DISPLAY,0,0
52,39358,SUCCESS,60.2163,-75,DISPLAY,0,0
53,40014,SUCCESS,59.7882,-74,DISPLAY,0,0
54,40669,SUCCESS,60.8924,-75,DISPLAY,0,0
55,41325,SUCCESS,62.3347,-74,DISPLAY,0,0
56,41980,SUCCESS,61.0051,-75,DISPLAY,0,0
57,42636,SUCCESS,58.8416,-77,DISPLAY,0,0
58,43292,SUCCESS,59.1346,-76,DISPLAY,0,0
59,43947,SUCCESS,59.6079,-75,DISPLAY,0,0
60,44603,SUCCESS,60.0811,-75,DISPLAY,0,0
61,45263,SUCCESS,60.5544,-76,DISPLAY,0,0
62,45918,SUCCESS,60.8699,-74,DISPLAY,0,0
63,46574,SUCCESS,60.9600,-76,DISPLAY,0,0
64,47230,SUCCESS,59.2022,-74,DISPLAY,0,0
65,47885,SUCCESS,60.6220,-72,DISPLAY,0,0
66,48541,SUCCESS,59.8332,-75,DISPLAY,0,0
67,49196,SUCCESS,60.3741,-75,DISPLAY,0,0
68,49852,SUCCESS,59.9459,-74,DISPLAY,0,0
69,50508,SUCCESS,60.0135,-75,DISPLAY,0,0
70,51163,SUCCESS,59.6755,-74,DISPLAY,0,0
71,51824,SUCCESS,61.9516,-75,DISPLAY,0,0
72,52480,SUCCESS,61.0502,-74,DISPLAY,0,0
73,53136,SUCCESS,58.8642,-76,DISPLAY,0,0
74,53791,SUCCESS,61.0051,-74,DISPLAY,0,0
75,54447,SUCCESS,60.5544,-73,DISPLAY,0,0
76,55102,SUCCESS,60.5995,-74,DISPLAY,0,0
77,55758,SUCCESS,59.7882,-75,DISPLAY,0,0
78,56414,SUCCESS,60.4642,-74,DISPLAY,0,0
79,57069,SUCCESS,61.0727,-76,DISPLAY,0,0
80,57725,SUCCESS,60.1487,-76,DISPLAY,0,0
81,58385,SUCCESS,61.0051,-76,DISPLAY,0,0
82,59041,SUCCESS,61.3206,-73,DISPLAY,0,0
83,59697,SUCCESS,59.9684,-77,DISPLAY,0,0
84,60352,SUCCESS,60.4868,-74,DISPLAY,0,0
85,61008,SUCCESS,61.8840,-75,DISPLAY,0,0
86,61664,SUCCESS,61.0276,-73,DISPLAY,0,0
87,62319,SUCCESS,60.5093,-75,DISPLAY,0,0
88,62975,SUCCESS,61.0051,-74,DISPLAY,0,0
89,63631,SUCCESS,60.6896,-75,DISPLAY,0,0
90,64286,SUCCESS,61.9516,-74,DISPLAY,0,0
91,64947,SUCCESS,61.4108,-74,DISPLAY,0,0
92,65602,SUCCESS,60.3966,-75,DISPLAY,0,0
93,66258,SUCCESS,61.5910,-76,DISPLAY,0,0
94,66914,SUCCESS,62.3122,-75,DISPLAY,0,0
95,67569,SUCCESS,61.0502,-75,DISPLAY,0,0
96,68225,SUCCESS,60.9150,-76,DISPLAY,0,0
97,68881,SUCCESS,61.2079,-75,DISPLAY,0,0
98,69536,SUCCESS,59.1797,-76,DISPLAY,0,0
99,70192,SUCCESS,60.1037,-75,DISPLAY,0,0
100,70847,SUCCESS,60.5544,-74,DISPLAY,0,0
