# CSV_SCHEMA_V=1, FW=0.9-field-hardening, BOARD_ID=0x541BBDD4DB1C, ROLE=INITIATOR, BOOT_MS=0, FREQ=2400.0, BW=1625.00, SF=8, CR=7, TXPOWER=12
seq,timestamp_ms,status,raw_distance_m,rssi_dbm,state,consecutive_failures,radio_status_code
1,5901,SUCCESS,121.7848,-79,DISPLAY,0,0
2,6556,SUCCESS,121.7848,-79,DISPLAY,0,0
3,7212,SUCCESS,122.3933,-76,DISPLAY,0,0
4,7868,SUCCESS,123.4751,-79,DISPLAY,0,0
5,8523,SUCCESS,121.1538,-77,DISPLAY,0,0
6,9179,SUCCESS,124.2413,-78,DISPLAY,0,0
7,9835,SUCCESS,122.1905,-77,DISPLAY,0,0
8,10490,SUCCESS,121.0862,-76,DISPLAY,0,0
9,11146,SUCCESS,121.6722,-78,DISPLAY,0,0
10,11802,SUCCESS,121.6271,-77,DISPLAY,0,0
11,12462,SUCCESS,122.0778,-78,DISPLAY,0,0
12,13118,SUCCESS,121.6947,-78,DISPLAY,0,0
13,13774,SUCCESS,122.0553,-77,DISPLAY,0,0
14,14429,SUCCESS,121.8750,-78,DISPLAY,0,0
15,15085,SUCCESS,122.4159,-78,DISPLAY,0,0
16,15741,SUCCESS,121.9201,-78,DISPLAY,0,0
17,16397,SUCCESS,123.0919,-79,DISPLAY,0,0
18,17052,SUCCESS,122.1454,-78,DISPLAY,0,0
19,17708,SUCCESS,120.9735,-78,DISPLAY,0,0
20,18364,SUCCESS,121.7398,-79,DISPLAY,0,0
21,19024,SUCCESS,121.9877,-78,DISPLAY,0,0
22,19680,SUCCESS,122.5060,-79,DISPLAY,0,0
23,20336,SUCCESS,121.9426,-79,DISPLAY,0,0
24,20991,SUCCESS,122.0327,-78,DISPLAY,0,0
25,21647,SUCCESS,123.2046,-77,DISPLAY,0,0
26,22303,SUCCESS,121.7623,-78,DISPLAY,0,0
27,22959,SUCCESS,122.0327,-78,DISPLAY,0,0
28,23614,SUCCESS,122.5285,-77,DISPLAY,0,0
29,24270,SUCCESS,120.8383,-75,DISPLAY,0,0
30,24926,SUCCESS,123.0018,-75,DISPLAY,0,0
31,25586,SUCCESS,122.0553,-76,DISPLAY,0,0
32,26242,SUCCESS,121.0862,-77,DISPLAY,0,0
33,26898,SUCCESS,121.3792,-76,DISPLAY,0,0
34,27553,SUCCESS,122.1229,-76,DISPLAY,0,0
35,28209,SUCCESS,121.6271,-77,DISPLAY,0,0
36,28865,SUCCESS,122.1905,-77,DISPLAY,0,0
37,29521,SUCCESS,121.3341,-78,DISPLAY,0,0
38,30176,SUCCESS,122.5285,-78,DISPLAY,0,0
39,30832,SUCCESS,122.4159,-77,DISPLAY,0,0
40,31488,SUCCESS,120.0721,-78,DISPLAY,0,0
41,32148,SUCCESS,122.1003,-76,DISPLAY,0,0
42,32803,SUCCESS,119.5763,-78,DISPLAY,0,0
43,33459,SUCCESS,119.0129,-78,DISPLAY,0,0
44,34115,SUCCESS,120.2749,-77,DISPLAY,0,0
45,34770,SUCCESS,119.5988,-77,DISPLAY,0,0
46,35426,SUCCESS,121.2891,-77,DISPLAY,0,0
47,36081,SUCCESS,122.3257,-77,DISPLAY,0,0
48,36737,SUCCESS,121.9426,-77,DISPLAY,0,0
49,37393,SUCCESS,121.8299,-77,DISPLAY,0,0
50,38048,SUCCESS,120.5228,-76,DISPLAY,0,0
51,38708,SUCCESS,120.7257,-76,DISPLAY,0,0
52,39364,SUCCESS,121.2214,-76,DISPLAY,0,0
53,40019,SUCCESS,120.4327,-76,DISPLAY,0,0
54,40675,SUCCESS,122.9793,-77,DISPLAY,0,0
55,41330,SUCCESS,123.1821,-77,DISPLAY,0,0
56,41986,SUCCESS,123.6553,-77,DISPLAY,0,0
57,42641,SUCCESS,124.0835,-76,DISPLAY,0,0
58,43297,SUCCESS,121.3116,-76,DISPLAY,0,0
59,43952,SUCCESS,121.8299,-76,DISPLAY,0,0
60,44607,SUCCESS,123.2272,-76,DISPLAY,0,0
61,45268,SUCCESS,123.5652,-77,DISPLAY,0,0
62,45923,SUCCESS,123.4751,-77,DISPLAY,0,0
63,46578,SUCCESS,122.6637,-76,DISPLAY,0,0
64,47233,SUCCESS,122.4609,-77,DISPLAY,0,0
65,47889,SUCCESS,121.6496,-77,DISPLAY,0,0
66,48544,SUCCESS,121.8299,-77,DISPLAY,0,0
67,49200,SUCCESS,121.9877,-76,DISPLAY,0,0
68,49855,SUCCESS,121.5820,-77,DISPLAY,0,0
69,50510,SUCCESS,122.1905,-77,DISPLAY,0,0
