# CSV_SCHEMA_V=1, FW=0.9-field-hardening, BOARD_ID=0x541BBDD4DB1C, ROLE=INITIATOR, BOOT_MS=0, FREQ=2400.0, BW=1625.00, SF=8, CR=7, TXPOWER=12
seq,timestamp_ms,status,raw_distance_m,rssi_dbm,state,consecutive_failures,radio_status_code
1,5900,SUCCESS,61.1178,-70,DISPLAY,0,0
2,6555,SUCCESS,62.0643,-71,DISPLAY,0,0
3,7211,SUCCESS,61.8840,-70,DISPLAY,0,0
4,7867,SUCCESS,61.8389,-69,DISPLAY,0,0
5,8522,SUCCESS,63.0108,-72,DISPLAY,0,0
6,9178,SUCCESS,62.0868,-72,DISPLAY,0,0
7,9833,SUCCESS,61.5009,-72,DISPLAY,0,0
8,10488,SUCCESS,62.1094,-72,DISPLAY,0,0
9,11144,SUCCESS,62.1319,-73,DISPLAY,0,0
10,11799,SUCCESS,60.3516,-73,DISPLAY,0,0
11,12458,SUCCESS,61.6812,-72,DISPLAY,0,0
12,13113,SUCCESS,61.7263,-73,DISPLAY,0,0
13,13768,SUCCESS,60.0586,-71,DISPLAY,0,0
14,14423,SUCCESS,62.5601,-73,DISPLAY,0,0
15,15077,SUCCESS,62.0192,-75,DISPLAY,0,0
16,15732,SUCCESS,61.2305,-73,DISPLAY,0,0
17,16387,SUCCESS,60.9600,-71,DISPLAY,0,0
18,17042,SUCCESS,61.0502,-72,DISPLAY,0,0
19,17697,SUCCESS,60.2614,-72,DISPLAY,0,0
20,18351,SUCCESS,60.1487,-71,DISPLAY,0,0
21,19011,SUCCESS,60.3290,-70,DISPLAY,0,0
22,19666,SUCCESS,59.6529,-72,DISPLAY,0,0
23,20321,SUCCESS,60.7121,-71,DISPLAY,0,0
24,20976,SUCCESS,60.5544,-72,DISPLAY,0,0
25,21632,SUCCESS,60.8248,-71,DISPLAY,0,0
26,22287,SUCCESS,61.5009,-70,DISPLAY,0,0
27,22942,SUCCESS,61.3206,-70,DISPLAY,0,0
28,23597,SUCCESS,63.3489,-73,DISPLAY,0,0
29,24253,SUCCESS,63.3714,-71,DISPLAY,0,0
30,24908,SUCCESS,61.9065,-69,DISPLAY,0,0
31,25567,SUCCESS,61.9967,-71,DISPLAY,0,0
32,26223,SUCCESS,59.7205,-73,DISPLAY,0,0
33,26878,SUCCESS,61.4784,-72,DISPLAY,0,0
34,27533,SUCCESS,61.5685,-71,DISPLAY,0,0
35,28188,SUCCESS,61.5685,-71,DISPLAY,0,0
36,28843,SUCCESS,61.5685,-71,DISPLAY,0,0
37,29498,SUCCESS,61.5910,-70,DISPLAY,0,0
38,30154,SUCCESS,61.7939,-72,DISPLAY,0,0
39,30809,SUCCESS,61.5910,-74,DISPLAY,0,0
40,31464,SUCCESS,62.5826,-74,DISPLAY,0,0
41,32124,SUCCESS,62.7178,-74,DISPLAY,0,0
42,32779,SUCCESS,60.9375,-74,DISPLAY,0,0
43,33434,SUCCESS,60.9600,-75,DISPLAY,0,0
44,34090,SUCCESS,62.3122,-74,DISPLAY,0,0
45,34745,SUCCESS,61.1629,-75,DISPLAY,0,0
46,35400,SUCCESS,61.1629,-74,DISPLAY,0,0
47,36055,SUCCESS,60.7121,-74,DISPLAY,0,0
48,36711,SUCCESS,60.8699,-74,DISPLAY,0,0
49,37366,SUCCESS,61.0952,-74,DISPLAY,0,0
50,38021,SUCCESS,61.2305,-74,DISPLAY,0,0
51,38682,SUCCESS,60.8474,-74,DISPLAY,0,0
52,39337,SUCCESS,61.6136,-73,DISPLAY,0,0
53,39992,SUCCESS,62.7855,-72,DISPLAY,0,0
54,40648,SUCCESS,60.9150,-72,DISPLAY,0,0
55,41303,SUCCESS,60.7347,-72,DISPLAY,0,0
56,41958,SUCCESS,63.0333,-72,DISPLAY,0,0
57,42614,SUCCESS,62.8981,-73,DISPLAY,0,0
58,43269,SUCCESS,61.2305,-73,DISPLAY,0,0
59,43924,SUCCESS,62.6502,-73,DISPLAY,0,0
60,44579,SUCCESS,61.5234,-73,DISPLAY,0,0
61,45239,SUCCESS,61.0276,-73,DISPLAY,0,0
62,45895,SUCCESS,62.3573,-73,DISPLAY,0,0
63,46550,SUCCESS,62.2897,-73,DISPLAY,0,0
64,47205,SUCCESS,63.7320,-73,DISPLAY,0,0
65,47860,SUCCESS,61.3882,-73,DISPLAY,0,0
66,48516,SUCCESS,61.2530,-73,DISPLAY,0,0
67,49171,SUCCESS,61.2981,-73,DISPLAY,0,0
68,49826,SUCCESS,60.8474,-73,DISPLAY,0,0
69,50481,SUCCESS,61.3206,-74,DISPLAY,0,0
70,51137,SUCCESS,61.2530,-74,DISPLAY,0,0
