# CSV_SCHEMA_V=1, FW=0.9-field-hardening, BOARD_ID=0x541BBDD4DB1C, ROLE=INITIATOR, BOOT_MS=0, FREQ=2400.0, BW=1625.00, SF=8, CR=7, TXPOWER=12
seq,timestamp_ms,status,raw_distance_m,rssi_dbm,state,consecutive_failures,radio_status_code
1,5901,SUCCESS,142.6082,-82,DISPLAY,0,0
2,6556,SUCCESS,151.6001,-81,DISPLAY,0,0
3,7212,SUCCESS,156.3326,-83,DISPLAY,0,0
4,7867,SUCCESS,171.5445,-84,DISPLAY,0,0
5,8523,SUCCESS,143.4645,-94,DISPLAY,0,0
6,9178,SUCCESS,158.6764,-87,DISPLAY,0,0
7,9833,SUCCESS,102.6517,-92,DISPLAY,0,0
8,10489,SUCCESS,156.9186,-83,DISPLAY,0,0
9,11144,SUCCESS,134.9684,-82,DISPLAY,0,0
10,11800,SUCCESS,127.8245,-87,DISPLAY,0,0
11,12460,SUCCESS,155.4537,-84,DISPLAY,0,0
12,13115,SUCCESS,179.1166,-86,DISPLAY,0,0
13,13771,SUCCESS,172.8741,-85,DISPLAY,0,0
14,14426,SUCCESS,169.1331,-89,DISPLAY,0,0
15,15082,SUCCESS,159.1046,-84,DISPLAY,0,0
16,15737,SUCCESS,163.8371,-82,DISPLAY,0,0
17,16393,SUCCESS,162.4174,-82,DISPLAY,0,0
18,17049,SUCCESS,165.5499,-83,DISPLAY,0,0
19,17704,SUCCESS,171.8374,-83,DISPLAY,0,0
20,18360,SUCCESS,176.7954,-89,DISPLAY,0,0
21,19020,SUCCESS,161.0201,-83,DISPLAY,0,0
22,19676,SUCCESS,164.6710,-83,DISPLAY,0,0
23,20331,SUCCESS,170.8909,-87,DISPLAY,0,0
24,20987,SUCCESS,177.5841,-84,DISPLAY,0,0
25,21642,SUCCESS,160.1412,-84,DISPLAY,0,0
26,22298,SUCCESS,182.4970,-90,DISPLAY,0,0
27,22953,SUCCESS,187.8155,-89,DISPLAY,0,0
28,23609,SUCCESS,178.0799,-87,DISPLAY,0,0
29,24264,SUCCESS,187.3873,-88,DISPLAY,0,0
30,24920,SUCCESS,182.6998,-88,DISPLAY,0,0
31,25580,SUCCESS,180.2659,-90,DISPLAY,0,0
32,26235,SUCCESS,183.0153,-89,DISPLAY,0,0
33,26891,SUCCESS,173.9333,-85,DISPLAY,0,0
34,27546,SUCCESS,172.6262,-84,DISPLAY,0,0
35,28202,SUCCESS,170.0571,-82,DISPLAY,0,0
36,28858,SUCCESS,165.6851,-82,DISPLAY,0,0
37,29513,SUCCESS,162.4174,-83,DISPLAY,0,0
38,30169,SUCCESS,161.4483,-80,DISPLAY,0,0
39,30824,SUCCESS,161.0652,-79,DISPLAY,0,0
40,31480,SUCCESS,159.1947,-81,DISPLAY,0,0
41,32140,SUCCESS,162.1920,-81,DISPLAY,0,0
