# CSV_SCHEMA_V=1, FW=0.9-field-hardening, BOARD_ID=0x541BBDD4DB1C, ROLE=INITIATOR, BOOT_MS=0, FREQ=2400.0, BW=1625.00, SF=8, CR=7, TXPOWER=12
seq,timestamp_ms,status,raw_distance_m,rssi_dbm,state,consecutive_failures,radio_status_code
1,5899,SUCCESS,25.1502,-63,DISPLAY,0,0
2,6554,SUCCESS,26.4348,-68,DISPLAY,0,0
3,7210,SUCCESS,24.0685,-69,DISPLAY,0,0
4,7866,SUCCESS,23.8657,-65,DISPLAY,0,0
5,8521,SUCCESS,24.4967,-71,DISPLAY,0,0
6,9177,SUCCESS,25.6235,-63,DISPLAY,0,0
7,9832,SUCCESS,25.1728,-62,DISPLAY,0,0
8,10488,SUCCESS,25.2404,-65,DISPLAY,0,0
9,11143,SUCCESS,25.5108,-64,DISPLAY,0,0
10,11799,SUCCESS,19.1782,-76,DISPLAY,0,0
11,12459,SUCCESS,25.0601,-74,DISPLAY,0,0
12,13114,SUCCESS,26.2320,-72,DISPLAY,0,0
13,13769,SUCCESS,24.4742,-75,DISPLAY,0,0
14,14425,SUCCESS,25.8263,-71,DISPLAY,0,0
15,15080,SUCCESS,22.2431,-72,DISPLAY,0,0
16,15735,SUCCESS,23.4150,-70,DISPLAY,0,0
17,16391,SUCCESS,27.5165,-65,DISPLAY,0,0
18,17046,SUCCESS,32.5195,-70,DISPLAY,0,0
19,17702,SUCCESS,32.2716,-64,DISPLAY,0,0
20,18357,SUCCESS,32.3843,-69,DISPLAY,0,0
21,19017,SUCCESS,27.5841,-68,DISPLAY,0,0
22,19672,SUCCESS,32.8801,-70,DISPLAY,0,0
23,20328,SUCCESS,31.3477,-69,DISPLAY,0,0
24,20983,SUCCESS,28.5306,-70,DISPLAY,0,0
25,21639,SUCCESS,27.8320,-67,DISPLAY,0,0
26,22294,SUCCESS,26.3672,-67,DISPLAY,0,0
27,22950,SUCCESS,25.1052,-63,DISPLAY,0,0
28,23605,SUCCESS,25.5108,-68,DISPLAY,0,0
29,24260,SUCCESS,28.1250,-65,DISPLAY,0,0
30,24916,SUCCESS,28.9363,-69,DISPLAY,0,0
31,25576,SUCCESS,26.9081,-69,DISPLAY,0,0
32,26231,SUCCESS,30.4687,-70,DISPLAY,0,0
33,26887,SUCCESS,31.3702,-77,DISPLAY,0,0
34,27542,SUCCESS,36.1478,-82,DISPLAY,0,0
35,28197,SUCCESS,34.0520,-76,DISPLAY,0,0
36,28853,SUCCESS,31.4378,-72,DISPLAY,0,0
37,29508,SUCCESS,28.8687,-70,DISPLAY,0,0
38,30164,SUCCESS,27.2912,-70,DISPLAY,0,0
39,30819,SUCCESS,30.8293,-69,DISPLAY,0,0
40,31475,SUCCESS,28.7109,-68,DISPLAY,0,0
41,32135,SUCCESS,27.1559,-69,DISPLAY,0,0
42,32790,SUCCESS,31.2575,-71,DISPLAY,0,0
43,33446,SUCCESS,27.9222,-69,DISPLAY,0,0
44,34101,SUCCESS,28.5306,-71,DISPLAY,0,0
45,34757,SUCCESS,27.6517,-64,DISPLAY,0,0
46,35412,SUCCESS,18.4796,-67,DISPLAY,0,0
47,36068,SUCCESS,22.0853,-68,DISPLAY,0,0
48,36723,SUCCESS,20.7557,-71,DISPLAY,0,0
49,37379,SUCCESS,23.9108,-68,DISPLAY,0,0
50,38034,SUCCESS,22.8290,-68,DISPLAY,0,0
51,38695,SUCCESS,22.3558,-67,DISPLAY,0,0
52,39351,SUCCESS,25.4883,-65,DISPLAY,0,0
53,40006,SUCCESS,25.1277,-69,DISPLAY,0,0
54,40662,SUCCESS,27.2010,-70,DISPLAY,0,0
55,41317,SUCCESS,24.0685,-69,DISPLAY,0,0
56,41973,SUCCESS,22.9642,-69,DISPLAY,0,0
57,42628,SUCCESS,24.3615,-70,DISPLAY,0,0
58,43284,SUCCESS,22.7614,-71,DISPLAY,0,0
59,43939,SUCCESS,28.1025,-70,DISPLAY,0,0
60,44595,SUCCESS,25.3305,-70,DISPLAY,0,0
61,45255,SUCCESS,21.5445,-70,DISPLAY,0,0
62,45910,SUCCESS,24.9023,-70,DISPLAY,0,0
63,46566,SUCCESS,25.0150,-70,DISPLAY,0,0
64,47222,SUCCESS,20.3050,-71,DISPLAY,0,0
65,47877,SUCCESS,22.8741,-71,DISPLAY,0,0
66,48533,SUCCESS,24.5418,-71,DISPLAY,0,0
67,49188,SUCCESS,22.0628,-69,DISPLAY,0,0
68,49844,SUCCESS,25.0826,-68,DISPLAY,0,0
69,50500,SUCCESS,27.5391,-69,DISPLAY,0,0
70,51155,SUCCESS,27.5616,-69,DISPLAY,0,0
71,51816,SUCCESS,27.6292,-70,DISPLAY,0,0
72,52472,SUCCESS,23.8882,-69,DISPLAY,0,0
73,53127,SUCCESS,28.3278,-69,DISPLAY,0,0
74,53783,SUCCESS,24.8347,-69,DISPLAY,0,0
75,54439,SUCCESS,24.3615,-69,DISPLAY,0,0
76,55094,SUCCESS,25.3981,-69,DISPLAY,0,0
