# CSV_SCHEMA_V=1, FW=0.9-field-hardening, BOARD_ID=0x541BBDD4DB1C, ROLE=INITIATOR, BOOT_MS=0, FREQ=2400.0, BW=1625.00, SF=8, CR=7, TXPOWER=12
seq,timestamp_ms,status,raw_distance_m,rssi_dbm,state,consecutive_failures,radio_status_code
1,5900,SUCCESS,226.5099,-93,DISPLAY,0,0
2,6555,SUCCESS,192.3452,-95,DISPLAY,0,0
3,7211,SUCCESS,210.0586,-94,DISPLAY,0,0
4,7866,SUCCESS,209.1571,-97,DISPLAY,0,0
5,8522,SUCCESS,237.1469,-92,DISPLAY,0,0
6,9177,SUCCESS,222.0027,-87,DISPLAY,0,0
7,9833,SUCCESS,247.0853,-90,DISPLAY,0,0
8,10488,SUCCESS,207.4895,-86,DISPLAY,0,0
9,11144,SUCCESS,222.3858,-85,DISPLAY,0,0
10,11799,SUCCESS,181.8209,-88,DISPLAY,0,0
11,12459,SUCCESS,178.8236,-87,DISPLAY,0,0
12,13115,SUCCESS,188.0408,-86,DISPLAY,0,0
13,13770,SUCCESS,179.3645,-89,DISPLAY,0,0
14,14426,SUCCESS,185.7422,-87,DISPLAY,0,0
15,15081,SUCCESS,197.4835,-85,DISPLAY,0,0
16,15737,SUCCESS,206.0697,-87,DISPLAY,0,0
17,16392,SUCCESS,230.5889,-90,DISPLAY,0,0
18,17048,SUCCESS,228.0874,-91,DISPLAY,0,0
19,17703,SUCCESS,273.5201,-92,DISPLAY,0,0
20,18359,SUCCESS,154.8002,-91,DISPLAY,0,0
21,19019,SUCCESS,208.1655,-85,DISPLAY,0,0
22,19675,SUCCESS,202.2160,-82,DISPLAY,0,0
23,20330,SUCCESS,199.1962,-85,DISPLAY,0,0
24,20986,SUCCESS,195.7031,-87,DISPLAY,0,0
25,21641,SUCCESS,203.9738,-87,DISPLAY,0,0
26,22297,SUCCESS,205.3485,-88,DISPLAY,0,0
27,22953,SUCCESS,209.4726,-90,DISPLAY,0,0
28,23608,SUCCESS,192.3903,-90,DISPLAY,0,0
29,24264,SUCCESS,205.3936,-86,DISPLAY,0,0
30,24919,TIMEOUT,NaN,0,RANGING,1,-901
31,35569,SUCCESS,221.1238,-93,DISPLAY,0,0
32,36225,SUCCESS,241.7443,-96,DISPLAY,0,0
33,36880,SUCCESS,231.4904,-98,DISPLAY,0,0
34,37536,SUCCESS,226.0592,-93,DISPLAY,0,0
35,38192,SUCCESS,219.3660,-93,DISPLAY,0,0
36,38847,SUCCESS,228.6959,-92,DISPLAY,0,0
37,39503,SUCCESS,241.6992,-96,DISPLAY,0,0
38,40159,SUCCESS,227.3212,-96,DISPLAY,0,0
39,40815,SUCCESS,213.3263,-86,DISPLAY,0,0
40,41470,SUCCESS,209.4952,-85,DISPLAY,0,0
41,42131,SUCCESS,215.7827,-86,DISPLAY,0,0
42,42786,SUCCESS,232.7073,-89,DISPLAY,0,0
43,43442,SUCCESS,232.9552,-88,DISPLAY,0,0
44,44098,SUCCESS,216.4814,-88,DISPLAY,0,0
45,44753,SUCCESS,217.9687,-87,DISPLAY,0,0
46,45409,SUCCESS,218.2392,-88,DISPLAY,0,0
47,46064,SUCCESS,224.7070,-92,DISPLAY,0,0
48,46720,SUCCESS,229.6199,-97,DISPLAY,0,0
49,47375,SUCCESS,232.8200,-95,DISPLAY,0,0
50,48031,SUCCESS,215.0616,-99,DISPLAY,0,0
51,48691,SUCCESS,249.6995,-96,DISPLAY,0,0
52,49346,SUCCESS,263.0408,-90,DISPLAY,0,0
53,50002,SUCCESS,256.4603,-92,DISPLAY,0,0
54,50657,SUCCESS,235.1637,-92,DISPLAY,0,0
55,51312,SUCCESS,228.6283,-92,DISPLAY,0,0
56,51968,SUCCESS,219.2308,-92,DISPLAY,0,0
57,52623,SUCCESS,216.2785,-92,DISPLAY,0,0
58,53279,SUCCESS,216.3687,-91,DISPLAY,0,0
59,53934,SUCCESS,220.6956,-88,DISPLAY,0,0
60,54590,SUCCESS,255.6039,-94,DISPLAY,0,0
61,55250,SUCCESS,258.7590,-93,DISPLAY,0,0
62,55905,SUCCESS,213.9573,-86,DISPLAY,0,0
63,56561,SUCCESS,214.7686,-88,DISPLAY,0,0
64,57216,SUCCESS,221.1238,-90,DISPLAY,0,0
65,57871,SUCCESS,221.5294,-90,DISPLAY,0,0
66,58527,SUCCESS,215.9630,-86,DISPLAY,0,0
67,59182,SUCCESS,212.8080,-87,DISPLAY,0,0
68,59837,SUCCESS,200.9765,-87,DISPLAY,0,0
69,60493,SUCCESS,210.6671,-87,DISPLAY,0,0
70,61148,SUCCESS,212.1995,-90,DISPLAY,0,0
71,61807,SUCCESS,210.8023,-88,DISPLAY,0,0
72,62463,SUCCESS,224.6619,-86,DISPLAY,0,0
73,63118,SUCCESS,230.0030,-87,DISPLAY,0,0
74,63773,SUCCESS,242.6232,-94,DISPLAY,0,0
75,64428,SUCCESS,231.1298,-93,DISPLAY,0,0
76,65083,SUCCESS,252.9898,-93,DISPLAY,0,0
77,65738,SUCCESS,255.8293,-92,DISPLAY,0,0
78,66393,SUCCESS,231.7157,-89,DISPLAY,0,0
79,67048,SUCCESS,224.5042,-90,DISPLAY,0,0
80,67703,SUCCESS,223.0619,-88,DISPLAY,0,0
