# CSV_SCHEMA_V=1, FW=0.9-field-hardening, BOARD_ID=0x5CD85EDB5110, ROLE=RESPONDER, BOOT_MS=0, FREQ=2400.0, BW=406.25, SF=8, CR=7, TXPOWER=12
seq,timestamp_ms,event,rssi_dbm,state,radio_status_code
532,1074786,RANGING_REQ,-150,LISTENING,0
533,1075477,RANGING_REQ,-150,LISTENING,0
534,1076163,RANGING_REQ,-150,LISTENING,0
535,1076849,RANGING_REQ,-150,LISTENING,0
536,1077535,RANGING_REQ,-150,LISTENING,0
537,1078221,RANGING_REQ,-150,LISTENING,0
538,1078907,RANGING_REQ,-150,LISTENING,0
539,1079593,RANGING_REQ,-150,LISTENING,0
540,1080279,RANGING_REQ,-150,LISTENING,0
541,1080965,RANGING_REQ,-150,LISTENING,0
542,1081650,RANGING_REQ,-150,LISTENING,0
543,1082340,RANGING_REQ,-150,LISTENING,0
544,1083026,RANGING_REQ,-150,LISTENING,0
545,1083711,RANGING_REQ,-150,LISTENING,0
546,1084397,RANGING_REQ,-150,LISTENING,0
547,1085083,RANGING_REQ,-150,LISTENING,0
548,1085768,RANGING_REQ,-150,LISTENING,0
549,1086454,RANGING_REQ,-150,LISTENING,0
550,1087140,RANGING_REQ,-150,LISTENING,0
551,1087826,RANGING_REQ,-150,LISTENING,0
552,1088512,RANGING_REQ,-150,LISTENING,0
553,1089203,RANGING_REQ,-150,LISTENING,0
554,1089888,RANGING_REQ,-150,LISTENING,0
555,1090574,RANGING_REQ,-150,LISTENING,0
556,1091260,RANGING_REQ,-150,LISTENING,0
557,1091946,RANGING_REQ,-150,LISTENING,0
558,1092632,RANGING_REQ,-150,LISTENING,0
559,1093317,RANGING_REQ,-150,LISTENING,0
560,1094003,RANGING_REQ,-150,LISTENING,0
561,1094688,RANGING_REQ,-150,LISTENING,0
562,1095374,RANGING_REQ,-150,LISTENING,0
563,1096064,RANGING_REQ,-150,LISTENING,0
564,1096750,RANGING_REQ,-150,LISTENING,0
565,1097435,RANGING_REQ,-150,LISTENING,0
566,1098120,RANGING_REQ,-150,LISTENING,0
567,1098806,RANGING_REQ,-150,LISTENING,0
568,1099491,RANGING_REQ,-150,LISTENING,0
569,1100177,RANGING_REQ,-150,LISTENING,0
570,1100862,RANGING_REQ,-150,LISTENING,0
571,1101548,RANGING_REQ,-150,LISTENING,0
572,1102233,RANGING_REQ,-150,LISTENING,0
573,1102923,RANGING_REQ,-150,LISTENING,0
574,1103608,RANGING_REQ,-150,LISTENING,0
575,1104293,RANGING_REQ,-150,LISTENING,0
576,1104979,RANGING_REQ,-150,LISTENING,0
577,1105664,RANGING_REQ,-150,LISTENING,0
578,1106350,RANGING_REQ,-150,LISTENING,0
579,1107035,RANGING_REQ,-150,LISTENING,0
580,1107721,RANGING_REQ,-150,LISTENING,0
581,1108406,RANGING_REQ,-150,LISTENING,0
582,1109091,RANGING_REQ,-150,LISTENING,0
583,1109782,RANGING_REQ,-150,LISTENING,0
584,1110468,RANGING_REQ,-150,LISTENING,0
585,1111153,RANGING_REQ,-150,LISTENING,0
586,1111839,RANGING_REQ,-150,LISTENING,0
587,1112524,RANGING_REQ,-150,LISTENING,0
588,1113210,RANGING_REQ,-150,LISTENING,0
589,1113895,RANGING_REQ,-150,LISTENING,0
590,1114580,RANGING_REQ,-150,LISTENING,0
591,1115266,RANGING_REQ,-150,LISTENING,0
592,1115951,RANGING_REQ,-150,LISTENING,0
593,1116642,RANGING_REQ,-150,LISTENING,0
594,1117327,RANGING_REQ,-150,LISTENING,0
595,1118012,RANGING_REQ,-150,LISTENING,0
596,1118698,RANGING_REQ,-150,LISTENING,0
597,1119383,RANGING_REQ,-150,LISTENING,0
598,1120069,RANGING_REQ,-150,LISTENING,0
599,1120754,RANGING_REQ,-150,LISTENING,0
600,1121439,RANGING_REQ,-150,LISTENING,0
601,1122125,RANGING_REQ,-150,LISTENING,0
602,1122810,RANGING_REQ,-150,LISTENING,0
603,1123501,RANGING_REQ,-150,LISTENING,0
604,1124186,RANGING_REQ,-150,LISTENING,0
605,1124871,RANGING_REQ,-150,LISTENING,0
606,1125557,RANGING_REQ,-150,LISTENING,0
607,1126242,RANGING_REQ,-150,LISTENING,0
608,1126928,RANGING_REQ,-150,LISTENING,0
609,1127613,RANGING_REQ,-150,LISTENING,0
610,1128298,RANGING_REQ,-150,LISTENING,0
611,1128984,RANGING_REQ,-150,LISTENING,0
612,1129669,RANGING_REQ,-150,LISTENING,0
613,1186819,RANGING_REQ,-150,LISTENING,0
614,1187505,RANGING_REQ,-150,LISTENING,0
615,1188191,RANGING_REQ,-150,LISTENING,0
616,1188877,RANGING_REQ,-150,LISTENING,0
617,1189563,RANGING_REQ,-150,LISTENING,0
618,1190249,RANGING_REQ,-150,LISTENING,0
619,1190935,RANGING_REQ,-150,LISTENING,0
620,1191621,RANGING_REQ,-150,LISTENING,0
621,1192307,RANGING_REQ,-150,LISTENING,0
622,1192993,RANGING_REQ,-150,LISTENING,0
623,1193684,RANGING_REQ,-150,LISTENING,0
624,1194370,RANGING_REQ,-150,LISTENING,0
625,1195056,RANGING_REQ,-150,LISTENING,0
626,1195743,RANGING_REQ,-150,LISTENING,0
627,1196429,RANGING_REQ,-150,LISTENING,0
628,1197115,RANGING_REQ,-150,LISTENING,0
629,1197801,RANGING_REQ,-150,LISTENING,0
630,1198487,RANGING_REQ,-150,LISTENING,0
631,1199173,RANGING_REQ,-150,LISTENING,0
632,1199859,RANGING_REQ,-150,LISTENING,0
633,1200550,RANGING_REQ,-150,LISTENING,0
634,1201236,RANGING_REQ,-150,LISTENING,0
635,1201922,RANGING_REQ,-150,LISTENING,0
636,1202608,RANGING_REQ,-150,LISTENING,0
637,1203294,RANGING_REQ,-150,LISTENING,0
638,1203979,RANGING_REQ,-150,LISTENING,0
639,1204665,RANGING_REQ,-150,LISTENING,0
640,1205351,RANGING_REQ,-150,LISTENING,0
641,1206037,RANGING_REQ,-150,LISTENING,0
642,1206723,RANGING_REQ,-150,LISTENING,0
643,1207414,RANGING_REQ,-150,LISTENING,0
644,1208100,RANGING_REQ,-150,LISTENING,0
645,1208786,RANGING_REQ,-150,LISTENING,0
646,1209472,RANGING_REQ,-150,LISTENING,0
647,1210158,RANGING_REQ,-150,LISTENING,0
648,1210844,RANGING_REQ,-150,LISTENING,0
649,1211530,RANGING_REQ,-150,LISTENING,0
650,1212216,RANGING_REQ,-150,LISTENING,0
651,1212902,RANGING_REQ,-150,LISTENING,0
652,1213588,RANGING_REQ,-150,LISTENING,0
653,1214278,RANGING_REQ,-150,LISTENING,0
654,1214964,RANGING_REQ,-150,LISTENING,0
655,1215650,RANGING_REQ,-150,LISTENING,0
656,1216336,RANGING_REQ,-150,LISTENING,0
657,1217022,RANGING_REQ,-150,LISTENING,0
658,1217707,RANGING_REQ,-150,LISTENING,0
659,1218393,RANGING_REQ,-150,LISTENING,0
660,1219079,RANGING_REQ,-150,LISTENING,0
661,1219764,RANGING_REQ,-150,LISTENING,0
662,1220450,RANGING_REQ,-150,LISTENING,0
663,1221140,RANGING_REQ,-150,LISTENING,0
664,1221826,RANGING_REQ,-150,LISTENING,0
665,1222511,RANGING_REQ,-150,LISTENING,0
666,1223197,RANGING_REQ,-150,LISTENING,0
667,1223882,RANGING_REQ,-150,LISTENING,0
668,1224568,RANGING_REQ,-150,LISTENING,0
669,1225254,RANGING_REQ,-150,LISTENING,0
670,1225939,RANGING_REQ,-150,LISTENING,0
671,1226625,RANGING_REQ,-150,LISTENING,0
672,1227310,RANGING_REQ,-150,LISTENING,0
673,1228001,RANGING_REQ,-150,LISTENING,0
674,1228687,RANGING_REQ,-150,LISTENING,0
675,1229372,RANGING_REQ,-150,LISTENING,0
676,1230058,RANGING_REQ,-150,LISTENING,0
677,1230743,RANGING_REQ,-150,LISTENING,0
678,1231428,RANGING_REQ,-150,LISTENING,0
679,1232114,RANGING_REQ,-150,LISTENING,0
680,1232800,RANGING_REQ,-150,LISTENING,0
681,1233485,RANGING_REQ,-150,LISTENING,0
682,1234170,RANGING_REQ,-150,LISTENING,0
683,1234861,RANGING_REQ,-150,LISTENING,0
684,1235546,RANGING_REQ,-150,LISTENING,0
685,1236231,RANGING_REQ,-150,LISTENING,0
686,1236917,RANGING_REQ,-150,LISTENING,0
687,1237602,RANGING_REQ,-150,LISTENING,0
688,1238288,RANGING_REQ,-150,LISTENING,0
689,1238973,RANGING_REQ,-150,LISTENING,0
690,1239659,RANGING_REQ,-150,LISTENING,0
691,1240344,RANGING_REQ,-150,LISTENING,0
692,1241029,RANGING_REQ,-150,LISTENING,0
693,1241720,RANGING_REQ,-150,LISTENING,0
694,1242405,RANGING_REQ,-150,LISTENING,0
695,1243090,RANGING_REQ,-150,LISTENING,0
696,1243776,RANGING_REQ,-150,LISTENING,0
697,1244461,RANGING_REQ,-150,LISTENING,0
698,1245146,RANGING_REQ,-150,LISTENING,0
699,1245832,RANGING_REQ,-150,LISTENING,0
700,1246517,RANGING_REQ,-150,LISTENING,0
701,1247202,RANGING_REQ,-150,LISTENING,0
702,1247888,RANGING_REQ,-150,LISTENING,0
703,1248579,RANGING_REQ,-150,LISTENING,0
704,1249264,RANGING_REQ,-150,LISTENING,0
705,1249950,RANGING_REQ,-150,LISTENING,0
706,1250635,RANGING_REQ,-150,LISTENING,0
707,1251320,RANGING_REQ,-150,LISTENING,0
708,1252006,RANGING_REQ,-150,LISTENING,0
709,1252691,RANGING_REQ,-150,LISTENING,0
710,1253376,RANGING_REQ,-150,LISTENING,0
711,1254062,RANGING_REQ,-150,LISTENING,0
712,1254747,RANGING_REQ,-150,LISTENING,0
713,1344748,RANGING_REQ,-150,LISTENING,0
714,1345434,RANGING_REQ,-150,LISTENING,0
715,1346120,RANGING_REQ,-150,LISTENING,0
716,1346807,RANGING_REQ,-150,LISTENING,0
717,1347492,RANGING_REQ,-150,LISTENING,0
718,1348178,RANGING_REQ,-150,LISTENING,0
719,1348864,RANGING_REQ,-150,LISTENING,0
720,1349550,RANGING_REQ,-150,LISTENING,0
721,1350236,RANGING_REQ,-150,LISTENING,0
722,1350922,RANGING_REQ,-150,LISTENING,0
723,1351612,RANGING_REQ,-150,LISTENING,0
724,1352298,RANGING_REQ,-150,LISTENING,0
725,1352984,RANGING_REQ,-150,LISTENING,0
726,1353670,RANGING_REQ,-150,LISTENING,0
727,1354356,RANGING_REQ,-150,LISTENING,0
728,1355042,RANGING_REQ,-150,LISTENING,0
729,1355729,RANGING_REQ,-150,LISTENING,0
730,1356415,RANGING_REQ,-150,LISTENING,0
731,1357101,RANGING_REQ,-150,LISTENING,0
732,1357787,RANGING_REQ,-150,LISTENING,0
733,1358477,RANGING_REQ,-150,LISTENING,0
734,1359163,RANGING_REQ,-150,LISTENING,0
735,1359849,RANGING_REQ,-150,LISTENING,0
736,1360535,RANGING_REQ,-150,LISTENING,0
737,1361221,RANGING_REQ,-150,LISTENING,0
738,1361907,RANGING_REQ,-150,LISTENING,0
739,1362594,RANGING_REQ,-150,LISTENING,0
740,1363280,RANGING_REQ,-150,LISTENING,0
741,1363966,RANGING_REQ,-150,LISTENING,0
742,1364652,RANGING_REQ,-150,LISTENING,0
743,1365343,RANGING_REQ,-150,LISTENING,0
744,1366029,RANGING_REQ,-150,LISTENING,0
745,1366715,RANGING_REQ,-150,LISTENING,0
746,1367401,RANGING_REQ,-150,LISTENING,0
747,1368087,RANGING_REQ,-150,LISTENING,0
748,1368773,RANGING_REQ,-150,LISTENING,0
749,1369459,RANGING_REQ,-150,LISTENING,0
750,1370145,RANGING_REQ,-150,LISTENING,0
751,1370831,RANGING_REQ,-150,LISTENING,0
752,1371517,RANGING_REQ,-150,LISTENING,0
753,1372207,RANGING_REQ,-150,LISTENING,0
754,1372893,RANGING_REQ,-150,LISTENING,0
755,1373579,RANGING_REQ,-150,LISTENING,0
756,1374265,RANGING_REQ,-150,LISTENING,0
757,1374951,RANGING_REQ,-150,LISTENING,0
758,1375637,RANGING_REQ,-150,LISTENING,0
759,1376323,RANGING_REQ,-150,LISTENING,0
760,1377009,RANGING_REQ,-150,LISTENING,0
761,1377695,RANGING_REQ,-150,LISTENING,0
762,1378381,RANGING_REQ,-150,LISTENING,0
763,1379072,RANGING_REQ,-150,LISTENING,0
764,1379758,RANGING_REQ,-150,LISTENING,0
765,1380444,RANGING_REQ,-150,LISTENING,0
766,1381129,RANGING_REQ,-150,LISTENING,0
767,1381815,RANGING_REQ,-150,LISTENING,0
768,1382501,RANGING_REQ,-150,LISTENING,0
769,1383187,RANGING_REQ,-150,LISTENING,0
770,1383873,RANGING_REQ,-150,LISTENING,0
771,1384559,RANGING_REQ,-150,LISTENING,0
772,1385245,RANGING_REQ,-150,LISTENING,0
773,1385936,RANGING_REQ,-150,LISTENING,0
774,1386622,RANGING_REQ,-150,LISTENING,0
775,1387307,RANGING_REQ,-150,LISTENING,0
776,1387993,RANGING_REQ,-150,LISTENING,0
777,1388679,RANGING_REQ,-150,LISTENING,0
778,1389365,RANGING_REQ,-150,LISTENING,0
779,1390051,RANGING_REQ,-150,LISTENING,0
780,1390737,RANGING_REQ,-150,LISTENING,0
781,1391422,RANGING_REQ,-150,LISTENING,0
782,1392108,RANGING_REQ,-150,LISTENING,0
783,1392799,RANGING_REQ,-150,LISTENING,0
784,1393485,RANGING_REQ,-150,LISTENING,0
785,1394170,RANGING_REQ,-150,LISTENING,0
786,1394856,RANGING_REQ,-150,LISTENING,0
787,1395541,RANGING_REQ,-150,LISTENING,0
788,1396227,RANGING_REQ,-150,LISTENING,0
789,1396912,RANGING_REQ,-150,LISTENING,0
790,1397598,RANGING_REQ,-150,LISTENING,0
791,1398284,RANGING_REQ,-150,LISTENING,0
792,1398969,RANGING_REQ,-150,LISTENING,0
793,1399660,RANGING_REQ,-150,LISTENING,0
794,1400346,RANGING_REQ,-150,LISTENING,0
795,1401031,RANGING_REQ,-150,LISTENING,0
796,1401717,RANGING_REQ,-150,LISTENING,0
797,1402403,RANGING_REQ,-150,LISTENING,0
798,1403089,RANGING_REQ,-150,LISTENING,0
799,1403775,RANGING_REQ,-150,LISTENING,0
800,1404460,RANGING_REQ,-150,LISTENING,0
801,1405146,RANGING_REQ,-150,LISTENING,0
802,1405832,RANGING_REQ,-150,LISTENING,0
803,1406522,RANGING_REQ,-150,LISTENING,0
804,1407208,RANGING_REQ,-150,LISTENING,0
805,1407893,RANGING_REQ,-150,LISTENING,0
806,1408579,RANGING_REQ,-150,LISTENING,0
807,1409264,RANGING_REQ,-150,LISTENING,0
808,1409950,RANGING_REQ,-150,LISTENING,0
809,1410635,RANGING_REQ,-150,LISTENING,0
810,1411321,RANGING_REQ,-150,LISTENING,0
811,1412006,RANGING_REQ,-150,LISTENING,0
812,1412692,RANGING_REQ,-150,LISTENING,0
813,1413382,RANGING_REQ,-150,LISTENING,0
814,1519520,RANGING_REQ,-150,LISTENING,0
815,1520206,RANGING_REQ,-150,LISTENING,0
816,1520893,RANGING_REQ,-150,LISTENING,0
817,1521579,RANGING_REQ,-150,LISTENING,0
818,1522265,RANGING_REQ,-150,LISTENING,0
819,1522951,RANGING_REQ,-150,LISTENING,0
820,1523637,RANGING_REQ,-150,LISTENING,0
821,1524323,RANGING_REQ,-150,LISTENING,0
822,1525009,RANGING_REQ,-150,LISTENING,0
823,1525695,RANGING_REQ,-150,LISTENING,0
824,1526385,RANGING_REQ,-150,LISTENING,0
825,1527072,RANGING_REQ,-150,LISTENING,0
826,1527758,RANGING_REQ,-150,LISTENING,0
827,1528443,RANGING_REQ,-150,LISTENING,0
828,1529129,RANGING_REQ,-150,LISTENING,0
829,1529815,RANGING_REQ,-150,LISTENING,0
830,1530501,RANGING_REQ,-150,LISTENING,0
831,1531187,RANGING_REQ,-150,LISTENING,0
832,1531873,RANGING_REQ,-150,LISTENING,0
833,1532559,RANGING_REQ,-150,LISTENING,0
834,1533249,RANGING_REQ,-150,LISTENING,0
835,1533935,RANGING_REQ,-150,LISTENING,0
836,1534621,RANGING_REQ,-150,LISTENING,0
837,1535307,RANGING_REQ,-150,LISTENING,0
838,1535994,RANGING_REQ,-150,LISTENING,0
839,1536680,RANGING_REQ,-150,LISTENING,0
840,1537366,RANGING_REQ,-150,LISTENING,0
841,1538052,RANGING_REQ,-150,LISTENING,0
842,1538738,RANGING_REQ,-150,LISTENING,0
843,1539424,RANGING_REQ,-150,LISTENING,0
844,1540115,RANGING_REQ,-150,LISTENING,0
845,1540801,RANGING_REQ,-150,LISTENING,0
846,1541487,RANGING_REQ,-150,LISTENING,0
847,1542173,RANGING_REQ,-150,LISTENING,0
848,1542859,RANGING_REQ,-150,LISTENING,0
849,1543546,RANGING_REQ,-150,LISTENING,0
850,1544232,RANGING_REQ,-150,LISTENING,0
851,1544918,RANGING_REQ,-150,LISTENING,0
852,1545604,RANGING_REQ,-150,LISTENING,0
853,1546290,RANGING_REQ,-150,LISTENING,0
854,1546981,RANGING_REQ,-150,LISTENING,0
855,1547667,RANGING_REQ,-150,LISTENING,0
856,1548353,RANGING_REQ,-150,LISTENING,0
857,1549039,RANGING_REQ,-150,LISTENING,0
858,1549725,RANGING_REQ,-150,LISTENING,0
859,1550411,RANGING_REQ,-150,LISTENING,0
860,1551097,RANGING_REQ,-150,LISTENING,0
861,1551783,RANGING_REQ,-150,LISTENING,0
862,1552469,RANGING_REQ,-150,LISTENING,0
863,1553155,RANGING_REQ,-150,LISTENING,0
864,1553846,RANGING_REQ,-150,LISTENING,0
865,1554532,RANGING_REQ,-150,LISTENING,0
866,1555218,RANGING_REQ,-150,LISTENING,0
867,1555904,RANGING_REQ,-150,LISTENING,0
868,1556590,RANGING_REQ,-150,LISTENING,0
869,1557276,RANGING_REQ,-150,LISTENING,0
870,1557962,RANGING_REQ,-150,LISTENING,0
871,1558648,RANGING_REQ,-150,LISTENING,0
872,1559334,RANGING_REQ,-150,LISTENING,0
873,1560020,RANGING_REQ,-150,LISTENING,0
874,1560712,RANGING_REQ,-150,LISTENING,0
875,1561398,RANGING_REQ,-150,LISTENING,0
876,1562084,RANGING_REQ,-150,LISTENING,0
877,1562770,RANGING_REQ,-150,LISTENING,0
878,1563456,RANGING_REQ,-150,LISTENING,0
879,1564142,RANGING_REQ,-150,LISTENING,0
880,1564828,RANGING_REQ,-150,LISTENING,0
881,1565514,RANGING_REQ,-150,LISTENING,0
882,1566200,RANGING_REQ,-150,LISTENING,0
883,1566886,RANGING_REQ,-150,LISTENING,0
884,1567576,RANGING_REQ,-150,LISTENING,0
885,1568262,RANGING_REQ,-150,LISTENING,0
886,1568948,RANGING_REQ,-150,LISTENING,0
887,1569634,RANGING_REQ,-150,LISTENING,0
888,1570320,RANGING_REQ,-150,LISTENING,0
889,1571005,RANGING_REQ,-150,LISTENING,0
890,1571691,RANGING_REQ,-150,LISTENING,0
891,1572377,RANGING_REQ,-150,LISTENING,0
892,1573063,RANGING_REQ,-150,LISTENING,0
893,1573748,RANGING_REQ,-150,LISTENING,0
894,1574439,RANGING_REQ,-150,LISTENING,0
895,1575126,RANGING_REQ,-150,LISTENING,0
896,1575812,RANGING_REQ,-150,LISTENING,0
897,1576498,RANGING_REQ,-150,LISTENING,0
898,1577184,RANGING_REQ,-150,LISTENING,0
899,1577870,RANGING_REQ,-150,LISTENING,0
900,1578556,RANGING_REQ,-150,LISTENING,0
901,1579242,RANGING_REQ,-150,LISTENING,0
902,1579927,RANGING_REQ,-150,LISTENING,0
903,1580613,RANGING_REQ,-150,LISTENING,0
904,1581303,RANGING_REQ,-150,LISTENING,0
905,1613762,RANGING_REQ,-150,LISTENING,0
906,1614448,RANGING_REQ,-150,LISTENING,0
907,1615134,RANGING_REQ,-150,LISTENING,0
908,1615820,RANGING_REQ,-150,LISTENING,0
909,1616506,RANGING_REQ,-150,LISTENING,0
910,1617192,RANGING_REQ,-150,LISTENING,0
911,1617878,RANGING_REQ,-150,LISTENING,0
912,1618564,RANGING_REQ,-150,LISTENING,0
913,1619250,RANGING_REQ,-150,LISTENING,0
914,1619936,RANGING_REQ,-150,LISTENING,0
915,1620626,RANGING_REQ,-150,LISTENING,0
916,1621312,RANGING_REQ,-150,LISTENING,0
917,1621999,RANGING_REQ,-150,LISTENING,0
918,1622685,RANGING_REQ,-150,LISTENING,0
919,1623371,RANGING_REQ,-150,LISTENING,0
920,1624057,RANGING_REQ,-150,LISTENING,0
921,1624743,RANGING_REQ,-150,LISTENING,0
922,1625429,RANGING_REQ,-150,LISTENING,0
923,1626115,RANGING_REQ,-150,LISTENING,0
924,1626801,RANGING_REQ,-150,LISTENING,0
925,1627492,RANGING_REQ,-150,LISTENING,0
926,1628178,RANGING_REQ,-150,LISTENING,0
927,1628864,RANGING_REQ,-150,LISTENING,0
928,1629550,RANGING_REQ,-150,LISTENING,0
929,1630237,RANGING_REQ,-150,LISTENING,0
930,1630923,RANGING_REQ,-150,LISTENING,0
931,1631609,RANGING_REQ,-150,LISTENING,0
932,1632295,RANGING_REQ,-150,LISTENING,0
933,1632981,RANGING_REQ,-150,LISTENING,0
934,1633667,RANGING_REQ,-150,LISTENING,0
935,1634358,RANGING_REQ,-150,LISTENING,0
936,1635044,RANGING_REQ,-150,LISTENING,0
937,1635731,RANGING_REQ,-150,LISTENING,0
938,1636417,RANGING_REQ,-150,LISTENING,0
939,1637103,RANGING_REQ,-150,LISTENING,0
940,1637789,RANGING_REQ,-150,LISTENING,0
941,1638475,RANGING_REQ,-150,LISTENING,0
942,1639161,RANGING_REQ,-150,LISTENING,0
943,1639847,RANGING_REQ,-150,LISTENING,0
944,1640533,RANGING_REQ,-150,LISTENING,0
945,1641223,RANGING_REQ,-150,LISTENING,0
946,1641909,RANGING_REQ,-150,LISTENING,0
947,1642595,RANGING_REQ,-150,LISTENING,0
948,1643281,RANGING_REQ,-150,LISTENING,0
949,1643967,RANGING_REQ,-150,LISTENING,0
950,1644653,RANGING_REQ,-150,LISTENING,0
951,1645339,RANGING_REQ,-150,LISTENING,0
952,1646025,RANGING_REQ,-150,LISTENING,0
953,1646710,RANGING_REQ,-150,LISTENING,0
954,1647396,RANGING_REQ,-150,LISTENING,0
955,1648087,RANGING_REQ,-150,LISTENING,0
956,1648772,RANGING_REQ,-150,LISTENING,0
957,1649458,RANGING_REQ,-150,LISTENING,0
958,1650144,RANGING_REQ,-150,LISTENING,0
959,1650830,RANGING_REQ,-150,LISTENING,0
960,1651516,RANGING_REQ,-150,LISTENING,0
961,1652202,RANGING_REQ,-150,LISTENING,0
962,1652887,RANGING_REQ,-150,LISTENING,0
963,1653573,RANGING_REQ,-150,LISTENING,0
964,1654259,RANGING_REQ,-150,LISTENING,0
965,1654950,RANGING_REQ,-150,LISTENING,0
966,1655635,RANGING_REQ,-150,LISTENING,0
967,1656321,RANGING_REQ,-150,LISTENING,0
968,1657007,RANGING_REQ,-150,LISTENING,0
969,1657692,RANGING_REQ,-150,LISTENING,0
970,1658378,RANGING_REQ,-150,LISTENING,0
971,1659064,RANGING_REQ,-150,LISTENING,0
972,1659750,RANGING_REQ,-150,LISTENING,0
973,1660436,RANGING_REQ,-150,LISTENING,0
974,1661122,RANGING_REQ,-150,LISTENING,0
975,1661812,RANGING_REQ,-150,LISTENING,0
976,1662498,RANGING_REQ,-150,LISTENING,0
977,1663183,RANGING_REQ,-150,LISTENING,0
978,1663869,RANGING_REQ,-150,LISTENING,0
979,1664555,RANGING_REQ,-150,LISTENING,0
980,1665240,RANGING_REQ,-150,LISTENING,0
981,1665926,RANGING_REQ,-150,LISTENING,0
982,1666612,RANGING_REQ,-150,LISTENING,0
983,1667297,RANGING_REQ,-150,LISTENING,0
984,1667983,RANGING_REQ,-150,LISTENING,0
985,1668674,RANGING_REQ,-150,LISTENING,0
986,1669360,RANGING_REQ,-150,LISTENING,0
987,1670045,RANGING_REQ,-150,LISTENING,0
988,1670731,RANGING_REQ,-150,LISTENING,0
989,1671416,RANGING_REQ,-150,LISTENING,0
990,1672102,RANGING_REQ,-150,LISTENING,0
991,1672788,RANGING_REQ,-150,LISTENING,0
992,1673473,RANGING_REQ,-150,LISTENING,0
993,1674159,RANGING_REQ,-150,LISTENING,0
994,1674845,RANGING_REQ,-150,LISTENING,0
995,1675535,RANGING_REQ,-150,LISTENING,0
996,1676221,RANGING_REQ,-150,LISTENING,0
997,1676907,RANGING_REQ,-150,LISTENING,0
998,1677592,RANGING_REQ,-150,LISTENING,0
999,1678278,RANGING_REQ,-150,LISTENING,0
1000,1842213,RANGING_REQ,-150,LISTENING,0
1001,1842899,RANGING_REQ,-150,LISTENING,0
1002,1843585,RANGING_REQ,-150,LISTENING,0
1003,1844271,RANGING_REQ,-150,LISTENING,0
1004,1844957,RANGING_REQ,-150,LISTENING,0
1005,1845643,RANGING_REQ,-150,LISTENING,0
1006,1846329,RANGING_REQ,-150,LISTENING,0
1007,1847015,RANGING_REQ,-150,LISTENING,0
1008,1847701,RANGING_REQ,-150,LISTENING,0
1009,1848387,RANGING_REQ,-150,LISTENING,0
1010,1849079,RANGING_REQ,-150,LISTENING,0
1011,1849765,RANGING_REQ,-150,LISTENING,0
1012,1850451,RANGING_REQ,-150,LISTENING,0
1013,1851137,RANGING_REQ,-150,LISTENING,0
1014,1851822,RANGING_REQ,-150,LISTENING,0
1015,1852508,RANGING_REQ,-150,LISTENING,0
1016,1853194,RANGING_REQ,-150,LISTENING,0
1017,1853880,RANGING_REQ,-150,LISTENING,0
1018,1854566,RANGING_REQ,-150,LISTENING,0
1019,1855252,RANGING_REQ,-150,LISTENING,0
1020,1855942,RANGING_REQ,-150,LISTENING,0
1021,1856628,RANGING_REQ,-150,LISTENING,0
1022,1857314,RANGING_REQ,-150,LISTENING,0
1023,1858000,RANGING_REQ,-150,LISTENING,0
1024,1858686,RANGING_REQ,-150,LISTENING,0
1025,1859372,RANGING_REQ,-150,LISTENING,0
1026,1860058,RANGING_REQ,-150,LISTENING,0
1027,1860744,RANGING_REQ,-150,LISTENING,0
1028,1861430,RANGING_REQ,-150,LISTENING,0
1029,1862115,RANGING_REQ,-150,LISTENING,0
1030,1862806,RANGING_REQ,-150,LISTENING,0
1031,1863492,RANGING_REQ,-150,LISTENING,0
1032,1864178,RANGING_REQ,-150,LISTENING,0
1033,1864864,RANGING_REQ,-150,LISTENING,0
1034,1865550,RANGING_REQ,-150,LISTENING,0
1035,1866236,RANGING_REQ,-150,LISTENING,0
1036,1866922,RANGING_REQ,-150,LISTENING,0
1037,1867608,RANGING_REQ,-150,LISTENING,0
1038,1868295,RANGING_REQ,-150,LISTENING,0
1039,1868981,RANGING_REQ,-150,LISTENING,0
1040,1869671,RANGING_REQ,-150,LISTENING,0
1041,1870357,RANGING_REQ,-150,LISTENING,0
1042,1871043,RANGING_REQ,-150,LISTENING,0
1043,1871729,RANGING_REQ,-150,LISTENING,0
1044,1872415,RANGING_REQ,-150,LISTENING,0
1045,1873101,RANGING_REQ,-150,LISTENING,0
1046,1873787,RANGING_REQ,-150,LISTENING,0
1047,1874473,RANGING_REQ,-150,LISTENING,0
1048,1875159,RANGING_REQ,-150,LISTENING,0
1049,1875845,RANGING_REQ,-150,LISTENING,0
1050,1876536,RANGING_REQ,-150,LISTENING,0
1051,1877222,RANGING_REQ,-150,LISTENING,0
1052,1877908,RANGING_REQ,-150,LISTENING,0
1053,1878594,RANGING_REQ,-150,LISTENING,0
1054,1879280,RANGING_REQ,-150,LISTENING,0
1055,1879966,RANGING_REQ,-150,LISTENING,0
1056,1880652,RANGING_REQ,-150,LISTENING,0
1057,1881337,RANGING_REQ,-150,LISTENING,0
1058,1882023,RANGING_REQ,-150,LISTENING,0
1059,1882709,RANGING_REQ,-150,LISTENING,0
1060,1883400,RANGING_REQ,-150,LISTENING,0
1061,1884086,RANGING_REQ,-150,LISTENING,0
