# CSV_SCHEMA_V=1, FW=0.9-field-hardening, BOARD_ID=0x541BBDD4DB1C, ROLE=INITIATOR, BOOT_MS=0, FREQ=2400.0, BW=1625.00, SF=8, CR=7, TXPOWER=12
seq,timestamp_ms,status,raw_distance_m,rssi_dbm,state,consecutive_failures,radio_status_code
1,5903,SUCCESS,240.2569,-91,DISPLAY,0,0
2,6558,SUCCESS,237.0793,-91,DISPLAY,0,0
3,7213,SUCCESS,237.0793,-92,DISPLAY,0,0
4,7868,SUCCESS,237.6653,-92,DISPLAY,0,0
5,8523,SUCCESS,235.0736,-92,DISPLAY,0,0
6,9178,SUCCESS,248.5502,-90,DISPLAY,0,0
7,9833,SUCCESS,243.3443,-90,DISPLAY,0,0
8,10487,SUCCESS,239.1977,-92,DISPLAY,0,0
9,11142,SUCCESS,240.3921,-90,DISPLAY,0,0
10,11797,SUCCESS,247.9192,-89,DISPLAY,0,0
11,12456,SUCCESS,245.5754,-90,DISPLAY,0,0
12,13111,SUCCESS,239.6033,-90,DISPLAY,0,0
13,13766,SUCCESS,241.0006,-90,DISPLAY,0,0
14,14421,SUCCESS,241.7217,-90,DISPLAY,0,0
15,15076,SUCCESS,244.2232,-90,DISPLAY,0,0
16,15731,SUCCESS,243.3894,-91,DISPLAY,0,0
17,16386,SUCCESS,240.9555,-92,DISPLAY,0,0
18,17042,SUCCESS,242.0372,-90,DISPLAY,0,0
19,17697,SUCCESS,241.6316,-89,DISPLAY,0,0
20,18352,SUCCESS,243.2542,-91,DISPLAY,0,0
21,19012,SUCCESS,236.8314,-91,DISPLAY,0,0
22,19667,SUCCESS,238.9273,-91,DISPLAY,0,0
23,20322,SUCCESS,241.1133,-90,DISPLAY,0,0
24,20977,SUCCESS,241.5189,-91,DISPLAY,0,0
25,21633,SUCCESS,246.2289,-90,DISPLAY,0,0
26,22288,SUCCESS,242.2175,-90,DISPLAY,0,0
27,22943,SUCCESS,237.0793,-92,DISPLAY,0,0
28,23599,SUCCESS,243.4796,-92,DISPLAY,0,0
29,24254,SUCCESS,246.2515,-89,DISPLAY,0,0
30,24909,SUCCESS,244.3359,-89,DISPLAY,0,0
31,25570,SUCCESS,243.2542,-91,DISPLAY,0,0
32,26225,SUCCESS,246.2515,-91,DISPLAY,0,0
33,26881,SUCCESS,241.3612,-91,DISPLAY,0,0
34,27536,SUCCESS,245.5754,-91,DISPLAY,0,0
35,28191,SUCCESS,249.5868,-90,DISPLAY,0,0
36,28847,SUCCESS,249.6094,-90,DISPLAY,0,0
37,29502,SUCCESS,251.5024,-91,DISPLAY,0,0
38,30157,SUCCESS,250.6009,-91,DISPLAY,0,0
39,30813,SUCCESS,250.6460,-91,DISPLAY,0,0
40,31468,SUCCESS,250.1502,-90,DISPLAY,0,0
41,32128,SUCCESS,250.1502,-90,DISPLAY,0,0
42,32784,SUCCESS,250.4432,-91,DISPLAY,0,0
43,33439,SUCCESS,248.7981,-90,DISPLAY,0,0
44,34095,SUCCESS,248.2121,-90,DISPLAY,0,0
45,34750,SUCCESS,241.7894,-90,DISPLAY,0,0
46,35405,SUCCESS,237.9808,-91,DISPLAY,0,0
47,36061,SUCCESS,247.4684,-89,DISPLAY,0,0
48,36716,SUCCESS,250.1051,-89,DISPLAY,0,0
49,37371,SUCCESS,248.4600,-90,DISPLAY,0,0
50,38027,SUCCESS,248.0769,-90,DISPLAY,0,0
51,38687,SUCCESS,246.6121,-90,DISPLAY,0,0
52,39342,SUCCESS,246.4543,-91,DISPLAY,0,0
53,39997,SUCCESS,246.2515,-91,DISPLAY,0,0
54,40653,SUCCESS,246.4994,-90,DISPLAY,0,0
55,41308,SUCCESS,247.8741,-90,DISPLAY,0,0
56,41963,SUCCESS,246.0937,-89,DISPLAY,0,0
57,42619,SUCCESS,245.9360,-90,DISPLAY,0,0
58,43274,SUCCESS,241.4288,-89,DISPLAY,0,0
59,43930,SUCCESS,241.9471,-90,DISPLAY,0,0
60,44585,SUCCESS,242.3753,-91,DISPLAY,0,0
61,45245,SUCCESS,243.5472,-91,DISPLAY,0,0
62,45900,SUCCESS,243.0514,-91,DISPLAY,0,0
63,46556,SUCCESS,242.4654,-91,DISPLAY,0,0
64,47211,SUCCESS,242.4880,-92,DISPLAY,0,0
65,47867,SUCCESS,241.4288,-91,DISPLAY,0,0
66,48522,SUCCESS,241.0682,-91,DISPLAY,0,0
67,49177,SUCCESS,240.8428,-92,DISPLAY,0,0
68,49833,SUCCESS,238.7244,-92,DISPLAY,0,0
69,50488,SUCCESS,239.5132,-92,DISPLAY,0,0
70,51144,SUCCESS,243.8627,-90,DISPLAY,0,0
